EngGamename,Serial,crc
Golden Goal (Europe) (En|Fr|De|Es|It|Nl|Sv),DMG-AAFD-NOE,BB9B597D
Golden Goal (Germany) (En|Fr|De|Es|It|Nl|Sv),DMG-AAFD-NOE,14D1ADBE
Golf Daisuki! (Japan) (SGB Enhanced),DMG-AAGJ-JPN,80444A86
Golf Ou (Japan) (SGB Enhanced),CGB-AZAJ-JPN,634B2D43
Golf de Ohasuta (Japan),DMG-AOHJ-JPN,38273BDD
Gonta no Okiraku Daibouken (Japan),CGB-B54J-JPN,E45E99D2
Goraku Ou Tango! (Japan),DMG-AOEJ-JPN,81FB43E1
Grand Theft Auto (Europe) (En|Fr|De|Es|It),DMG-AOAP-EUR,25BA9231
Grand Theft Auto (USA),DMG-AOAE-USA,924DE366
Grand Theft Auto 2 (Europe) (En|Fr|De|Es|It),CGB-BGTP-EUR,AD563BD9
Grand Theft Auto 2 (USA),CGB-BGAE-USA,68610203
Grandia - Parallel Trippers (Japan),CGB-BGEJ-JPN,23223670
Granduel - Shinki Dungeon no Hihou (Japan),CGB-ADVJ-JPN,D589C501
Great Battle Pocket| The (Japan) (SGB Enhanced),DMG-AGVJ-JPN,B471C095
Gremlins Unleashed (Europe) (En|Fr|De|Es|It|Pt),CGB-BGPP-EUR,053BC315
Grinch (Japan),CGB-BUGJ-JPN,432DC371
Grinch| The (Europe) (En|Fr|De),CGB-BGHP-EUR,9ED6059A
Guruguru Garakutas (Japan) (SGB Enhanced),DMG-AUGJ-JPN,7EAEEEAC
Guruguru Town Hanamaru-kun (Japan),CGB-BHJJ-JPN,03FBFC9E
Gute Zeiten Schlechte Zeiten Quiz (Germany),DMG-BGQD-NOE,5F13A2D4
Gyouten Ningen Batseelor - Doctor Guy no Yabou (Japan),CGB-BB6J-JPN,B17DC263
Halloween Racer (Europe) (En|Fr|De|Es|It|Pt),CGB-AHIP-EUR,70F3B431
Hamster Club (Japan),DMG-AJNJ-JPN,8A4D86A0
Hamster Club - Awasete Chuu (Japan),CGB-BJHJ-JPN,D56D68FF
Hamster Club - Oshiema Chuu (Japan),CGB-BJSJ-JPN,79CEEF4E
Hamster Club 2 (Japan),DMG-BJNJ-JPN,2FB398F9
Hamster Monogatari GB + Magi Ham no Mahou Shoujo (Japan),CGB-B8MJ-JPN,ABD59939
Hamster Paradise 2 (Japan),CGB-BHMJ-JPN,542C78B6
Hamster Paradise 2 (Japan) (Rev A),CGB-BHMJ-JPN,B9E1F3B0
Hamster Paradise 3 (Japan),CGB-BH3J-JPN,14CAC67C
Hamster Paradise 4 (Japan),CGB-BCUJ-JPN,C460DC88
Hamtaro - Ham-Hams Unite! (Europe) (En|Fr|De|Es|It),CGB-B86P-EUR,45BE9D9B
Hamtaro - Ham-Hams Unite! (USA),CGB-B86E-USA,1271117F
Hamunaptra - Ushinawareta Sabaku no Miyako (Japan),CGB-BUMJ-JPN,FF454711
Hana Yori Dango - Another Love Story (Japan),CGB-B87J-JPN,469F0284
Hanasaka Tenshi Tenten-kun no Beat Breaker (Japan) (SGB Enhanced),DMG-AHTJ-JPN,6E988C07
Harley-Davidson Motor Cycles - Race Across America (USA),CGB-BHDE-USA,644BAC84
Harry Potter to Kenja no Ishi (Japan),CGB-BHVJ-JPN,2DA2686A
Harvest Moon 2 GBC (Europe) (SGB Enhanced),DMG-BM2P-EUR,160CA990
Harvest Moon 2 GBC (Germany) (SGB Enhanced),DMG-BM2P-EUR,32A04C29
Harvest Moon 2 GBC (USA) (SGB Enhanced),DMG-BM2E-USA,08906220
Harvest Moon 3 GBC (USA),CGB-BWAE-USA,A0D67417
Harvest Moon GB (Europe) (SGB Enhanced),DMG-AYXP-EUR,C8A6F68A
Harvest Moon GB (Germany) (SGB Enhanced),DMG-AYXP-EUR,D3896652
Harvest Moon GB (USA) (SGB Enhanced),DMG-AYXE-USA,AB5738A1
Hello Kitty no Beads Factory (Japan) (SGB Enhanced),DMG-AHBJ-JPN,12F74CD4
Hello Kitty no Happy House (Japan),CGB-BK7J-JPN,159FE5E7
Hello Kitty no Magical Museum (Japan) (SGB Enhanced),DMG-AHKJ-JPN,F6768930
Hello Kitty no Sweet Adventure - Daniel-kun ni Aitai (Japan) (SGB Enhanced),DMG-BKTJ-JPN,45F4159B
Hello Kitty to Dear Daniel no Dream Adventure (Japan),CGB-BK8J-JPN,018EED29
Hello Kitty's Cube Frenzy (USA),DMG-AF4E-USA,937729F6
Hercules - The Legendary Journeys (Europe) (En|Fr|De|Es|It|Nl),CGB-BHCP-EUR,C0EDE71F
Hero Hero Kun (Japan),CGB-BH9J-JPN,8CABDCA4
Heroes of Might and Magic (USA) (En|Fr|De),CGB-AUHE-USA,BB0672A6
Heroes of Might and Magic II (USA) (En|Fr|De),CGB-BUHE-USA,53156D4D
Hiryuu no Ken - Retsuden GB (Japan),CGB-BKEJ-JPN,BDAE91E8
Hissatsu Pachinko Boy - CR Monster House (Japan),CGB-BHPJ-JPN,70F10315
Hole In One Golf (USA) (Rumble Version) (SGB Enhanced),DMG-VHIE-USA,27A53965
Hollywood Pinball (Europe) (En|Fr|De|It),DMG-AHLP-EUR,8BD1F635
Hollywood Pinball (Japan),DMG-AHNJ-JPN,77D7E5B7
Holy Magic Century (Europe) (En|Fr|De) (SGB Enhanced),DMG-AQTP-EUR,ABD8CEAE
Honkaku Hanafuda GB (Japan),CGB-AH3J-JPN,05DCBD55
Honkaku Shougi - Shougi Ou (Japan) (SGB Enhanced),DMG-AG8J-JPN,3A96E868
Honkaku Taisen Shougi Ayumu (Japan),DMG-AIBJ-JPN,89140949
Honkaku Yonin Uchi Mahjong - Mahjong Ou (Japan) (SGB Enhanced),DMG-AAAJ-JPN,8ED4BBBA
Hoyle Card Games (USA),CGB-BCGE-USA,DD5D3713
Hoyle Casino (USA),CGB-BCSE-USA,413473B0
Hugo 2 1-2 (Germany),DMG-AHOP-NOE,FAB64B18
Hunter X Hunter - Hunter no Keifu (Japan),CGB-BHHJ-JPN,A1361642
Hunter X Hunter - Kindan no Hihou (Japan),CGB-BHKJ-JPN,D23C6A75
Hype - The Time Quest (Europe) (En|Fr|De|Es|It|Nl|Sv|Da),CGB-BHQP-EUR,24846D65
Hyper Olympic - Winter 2000 (Japan),CGB-A3HJ-JPN,A9B8F072
Hyper Olympic Series - Track & Field GB (Japan) (SGB Enhanced),DMG-AHDJ-JPN,77F76EBC
Ide Yousuke no Mahjong Kyoushitsu GB (Japan),CGB-BIMJ-JPN,61DF88CA
Inspector Gadget - Operation Madkactus (Europe) (En|Fr|De|Es|It|Nl),CGB-BIGP-EUR,3390B056
Inspector Gadget - Operation Madkactus (USA),CGB-BIGE-USA,1AF0B489
International Karate 2000 (Europe),CGB-BIKP-EUR,12E00808
International Rally (USA) (SGB Enhanced),DMG-ARLE-USA,B85FD752
International Superstar Soccer 2000 (Europe),CGB-BWSP-EUR,57EA1EC8
International Superstar Soccer 2000 (USA),CGB-BWSE-USA,E8FA7203
International Superstar Soccer 99 (Europe) (SGB Enhanced),DMG-AWZP-EUR,1B76D115
International Superstar Soccer 99 (USA) (SGB Enhanced),DMG-AWZE-USA,9D0290A7
International Track & Field (Europe) (En|Fr|De|It) (SGB Enhanced),DMG-AHDP-EUR,327EC81F
International Track & Field (USA) (SGB Enhanced),DMG-AHDE-USA,803D5D57
It's a World Rally (Japan) (SGB Enhanced),DMG-ARLJ-JPN,39E34650
Itsudemo Pachinko GB - CR Monster House (Japan),DMG-BCRJ-JPN,834091BA
J.League Excite Stage GB (Japan),CGB-AESJ-JPN,B3F38F16
J.League Excite Stage Tactics (Japan),CGB-AJEJ-JPN,558F4631
Jack no Daibouken - Daimaou no Gyakushuu (Japan) (SGB Enhanced),DMG-AQJJ-JPN,CFF5325A
Jagainu-kun (Japan),DMG-B39J-JPN,AEB634C5
Jankyuusei - Cosplay Paradise (Japan),CGB-BHGJ-JPN,D60E1C0A
Janosch - Das grosse Panama-Spiel (Germany),CGB-AJOD-NOE,32C8EE13
Jay und die Spielzeugdiebe (Germany),CGB-BJYD-NOE,73F4F6DA
Jeff Gordon XS Racing (USA),DMG-AJZE-USA,A41ED926
Jet de Go! (Japan),CGB-BJEJ-JPN,20C4CCF6
Jimmy White's Cueball (Europe),CGB-BJWP-EUR,27632F4F
Jinsei Game - Tomodachi Takusan Tsukurou yo! (Japan) (SGB Enhanced),DMG-ACJJ-JPN,C8D46E99
Jisedai Begoma Battle Beyblade (Japan),CGB-AG5J-JPN,9C56977E
Jissen ni Yakudatsu Tsumego (Japan) (Rev A),CGB-BJTJ-JPN,55EFA05E
Joryuu Janshi ni Chousen GB - Watashi-tachi ni Chousen Shitene! (Japan) (SGB Enhanced),DMG-A55J-JPN,9FA5CDB5
JumpStart Dino Adventure - Field Trip (USA),CGB-BJQE-USA,6D50772D
Jungle Book| The - Mowgli's Wild Adventure (Europe) (En|Fr|De|Es|It),CGB-BJGP-EUR,B609ECEA
Jungle Book| The - Mowgli's Wild Adventure (USA) (En|Fr|De|Es|It),CGB-BJGE-USA,9B6B755F
Juukou Senki Bullet Battlers (Japan) (SGB Enhanced),DMG-AZXJ-JPN,4039C187
K.O. - The Pro Boxing (Japan),CGB-BKOJ-JPN,69F08C89
Kaept'n Blaubaer - Die verrueckte Schatzsuche (Germany),CGB-BVRD-NOE,77E13DBE
Kaitei Densetsu!! Treasure World (Japan),DMG-BDTJ-JPN,4C7258D9
Kakurenbo Battle Monster Tactics (Japan),CGB-BMFJ-JPN,9CFA76C3
Kakutou Ryouri Densetsu Bistro Recipe - Gekitou Foodon Battle Hen (Japan) (SGB Enhanced),DMG-AWRJ-JPN,459A126B
Kakutou Ryouri Densetsu Bistro Recipe - Kettou Bistgarm Hen (Japan) (SGB Enhanced),DMG-A2WJ-JPN,4FBEC464
Kanji Boy (Japan) (SGB Enhanced),DMG-AWKJ-JPN,18CAA513
Kanji Boy 2 (Japan) (SGB Enhanced),DMG-A2CJ-JPN,81FD8918
Kanji Boy 3 (Japan),CGB-BK3J-JPN,2D4D8597
Kanji de Puzzle (Japan),DMG-BKAJ-JPN,25EFA1D7
Kanzume Monsters Parfait (Japan) (SGB Enhanced),DMG-AQPJ-JPN,6D5B59C0
Karamuchou wa Oosawagi! - Polinkies to Okashina Nakama-tachi (Japan) (SGB Enhanced),DMG-AOPJ-JPN,DD948071
Kaseki Sousei Reborn II - Monster Digger (Japan) (SGB Enhanced),DMG-ARMJ-JPN,BF80C897
Katou Hifumi Kudan - Shougi Kyoushitsu (Japan) (SGB Enhanced),DMG-AKHJ-JPN,A262269F
Kawa no Nushi Tsuri 4 (Japan) (Rumble Version) (SGB Enhanced),DMG-VUTJ-JPN,F0B09DDB
Kawaii Pet Shop Monogatari (Japan) (SGB Enhanced),DMG-AEIJ-JPN,44767443
Kawaii Pet Shop Monogatari 2 (Japan),DMG-BMNJ-JPN,3791DCA1
Keep the Balance (Europe) (En|Fr|De|Es|It),CGB-BKNP-EUR,B868E846
Keibajou e Ikou! Wide (Japan),DMG-A5CJ-JPN,710286EA
Keitai Denjuu Telefang - Power Version (Japan),DMG-BTXJ-JPN,8B61CFCC
Keitai Denjuu Telefang - Speed Version (Japan),DMG-BTZJ-JPN,FB528F66
Ken Griffey Jr.'s Slugfest (USA),CGB-AYAE-USA,1E64D19C
Kettou Transformers Beast Wars - Beast Senshi Saikyou Ketteisen (Japan) (SGB Enhanced),DMG-AB7J-JPN,72895639
Kidou Senkan Nadesico - Ruri Ruri Mahjong (Japan),CGB-AQNJ-JPN,6427CD7A
Kikansha Thomas - Sodor-tou no Nakama-tachi (Japan),CGB-BBWJ-JPN,223BB19C
Kindaichi Shounen no Jikenbo - 10nenme no Shoutaijou (Japan) (SGB Enhanced),DMG-BKSJ-JPN,DE52FFDC
Kinniku Banzuke GB - Chousensha wa Kimida! (Japan) (SGB Enhanced),DMG-A5KJ-JPN,E2E4328B
Kinniku Banzuke GB2 - Mezase! Muscle Champion (Japan) (SGB Enhanced),DMG-B6KJ-JPN,42DE9092
Kinniku Banzuke GB3 - Shinseiki Survival Retsuden! (Japan),CGB-B7KJ-JPN,E2F6253E
Kirby - Tilt 'n' Tumble (USA),CGB-KTNE-USA,E541ACF1
Kisekae Series 2 - Oshare Nikki (Japan),CGB-B23J-JPN,948F4A96
Kisekae Series 2 - Oshare Nikki (Japan) (Rev A),CGB-B23J-JPN,E915337C
Kisekae Series 3 - Kisekae Hamster (Japan),CGB-BKHJ-JPN,A29D862F
Klustar (Europe) (En|Fr|De|Es|It),DMG-AKUP-EUR,577E1521
Klustar (USA),DMG-AKUE-USA,3F8D6041
Koenig der Loewen| Der - Simbas grosses Abenteuer (Germany),CGB-BLKP-EUR,EA11E39C
Koguru Guruguru - Guruguru to Nakayoshi (Japan) (NP| SGB Enhanced),DMG-BKGJ-JPN,D6050F64
Konami GB Collection Vol.1 (Europe),DMG-AF5P-EUR,203F8727
Konami GB Collection Vol.2 (Europe),DMG-AF6P-EUR,A6499792
Konami GB Collection Vol.3 (Europe),DMG-AF7P-EUR,D4D6243D
Konami GB Collection Vol.4 (Europe),DMG-AF8P-EUR,8800F1C9
Konchuu Fighters (Japan),CGB-BZZJ-JPN,C6758B0B
Konchuu Hakase 2 (Japan) (SGB Enhanced),DMG-A2KJ-JPN,B6381744
Konchuu Hakase 3 (Japan),CGB-A3KJ-JPN,380F19ED
Korokoro Kirby (Japan),CGB-KKKJ-JPN,C0FACE3D
Koto Battle - Tengai no Moribito (Japan),CGB-BAJJ-JPN,430EB1E1
Koushien Pocket (Japan) (SGB Enhanced),DMG-AKSJ-JPN,6910FF3A
LEGO Alpha Team (Europe) (En|Fr|De|Es|It|Nl|Pt|Sv|No|Da),CGB-BLPP-EUR,690C0373
LEGO Alpha Team (USA),CGB-BLPE-USA,6D7EC41B
LEGO Island 2 - The Brickster's Revenge (Europe) (En|Fr|De|Es|It|Nl|Pt|Sv|No|Da),CGB-BL2P-EUR,921ABB21
LEGO Island 2 - The Brickster's Revenge (USA) (En|Fr|Es),CGB-BL2E-USA,B14FA7E7
LEGO Racers (Europe) (En|Fr|De|Es|It|Nl|Pt|Sv|No|Da),CGB-BLRP-EUR,0A109F13
LEGO Racers (USA) (En|Fr|Es),CGB-BLRE-USA,F6865B09
LEGO Stunt Rally (Europe) (En|Fr|De|Es|It|Nl|Pt|Sv|No|Da),CGB-BLYP-EUR,05CC01FB
LEGO Stunt Rally (USA),CGB-BLYE-USA,DA084760
Land Before Time| The (Europe) (En|Fr|De|Es|It),CGB-BLBP-EUR,F253E082
Land Before Time| The (USA),CGB-BLBE-USA,BCE9CB16
Las Vegas Cool Hand (USA),DMG-ACWE-USA,BEF1CDE4
Laura (Europe) (En|Fr|De|Es|It|Nl|Sv|Da),CGB-BLDP-EUR,F90A3DAE
Laura (USA),CGB-BPXE-USA,E2BFF286
Le Mans 24 Hours (Europe) (En|Fr|De|Es|It),CGB-B24P-EUR,1B49D07D
Legend of Zelda| The - Link's Awakening DX (France) (Rev A) (SGB Enhanced),DMG-AZLF-NFRA,4E2B75E7
Legend of Zelda| The - Link's Awakening DX (France) (Rev A) (SGB Enhanced),DMG-AZLP-EUR,4E2B75E7
Legend of Zelda| The - Link's Awakening DX (France) (Rev A) (SGB Enhanced),DMG-AZLF-NFRA,4E2B75E7
Legend of Zelda| The - Link's Awakening DX (France) (Rev A) (SGB Enhanced),DMG-AZLP-EUR,4E2B75E7
Legend of Zelda| The - Link's Awakening DX (France) (SGB Enhanced),DMG-AZLF-NFRA,F48824FE
Legend of Zelda| The - Link's Awakening DX (France) (SGB Enhanced),DMG-AZLP-EUR,F48824FE
Legend of Zelda| The - Link's Awakening DX (France) (SGB Enhanced),DMG-AZLF-NFRA,F48824FE
Legend of Zelda| The - Link's Awakening DX (France) (SGB Enhanced),DMG-AZLP-EUR,F48824FE
Legend of Zelda| The - Link's Awakening DX (Germany) (Rev A) (SGB Enhanced),DMG-AZLF-NFRA,EFB76777
Legend of Zelda| The - Link's Awakening DX (Germany) (Rev A) (SGB Enhanced),DMG-AZLP-EUR,EFB76777
Legend of Zelda| The - Link's Awakening DX (Germany) (Rev A) (SGB Enhanced),DMG-AZLF-NFRA,EFB76777
Legend of Zelda| The - Link's Awakening DX (Germany) (Rev A) (SGB Enhanced),DMG-AZLP-EUR,EFB76777
Legend of Zelda| The - Link's Awakening DX (Germany) (SGB Enhanced),DMG-AZLF-NFRA,FED5959B
Legend of Zelda| The - Link's Awakening DX (Germany) (SGB Enhanced),DMG-AZLP-EUR,FED5959B
Legend of Zelda| The - Link's Awakening DX (Germany) (SGB Enhanced),DMG-AZLF-NFRA,FED5959B
Legend of Zelda| The - Link's Awakening DX (Germany) (SGB Enhanced),DMG-AZLP-EUR,FED5959B
Legend of Zelda| The - Oracle of Ages (Europe) (En|Fr|De|Es|It),CGB-AZ8P-EUR,5933E3FA
Legend of Zelda| The - Oracle of Ages (USA),CGB-AZ8E-USA,3800A387
Legend of Zelda| The - Oracle of Seasons (Europe) (En|Fr|De|Es|It),CGB-AZ7P-EUR,DBAC1357
Legend of Zelda| The - Oracle of Seasons (USA),CGB-AZ7E-USA,D7E9F5D7
Legend of the River King 2 (Europe) (SGB Enhanced),DMG-BRKP-EUR,F24D010A
Legend of the River King 2 (USA) (SGB Enhanced),DMG-BRKE-USA,840FD525
Legend of the River King GB (Europe) (SGB Enhanced),DMG-ARKP-EUR,87EF9530
Legend of the River King GB (Germany) (SGB Enhanced),DMG-ARKP-EUR,1241F3F5
Legend of the River King GB (USA) (SGB Enhanced),DMG-ARKE-USA,7E821F47
Lemmings (USA),CGB-ALEE-USA,97E5CE2F
Lil' Monster (USA) (SGB Enhanced),DMG-AJYE-USA,C6859B34
Little Magic (Japan),CGB-ALJJ-JPN,CA38283D
Little Mermaid II| The - Pinball Frenzy (Europe) (En|Fr|De|Es|It),CGB-BY2P-EUR,9FEC297E
Little Mermaid II| The - Pinball Frenzy (USA) (En|Fr|De|Es|It) (Rumble Version),CGB-VM2E-USA,364F9CCD
Little Nicky (USA),CGB-BLNE-USA,27310900
Lode Runner - Domudomu Dan no Yabou (Japan),DMG-BXLJ-JPN,ECEAB84E
Lodoss-tou Senki - Eiyuu Kishiden GB (Japan) (SGB Enhanced),DMG-ARAJ-JPN,66E166BB
Logical (Europe),CGB-AOGP-EUR,5EEE76C4
Logical (USA),CGB-AOGE-USA,D67275F7
Looney Tunes (Europe),DMG-ALTP,76CF3E3A
Looney Tunes (USA),DMG-ALTE-USA,4EF3DDD7
Looney Tunes - Carrot Crazy (USA) (En|Fr|Es),DMG-ABLE-USA,11FB5617
Looney Tunes - Twouble! (USA) (En|Fr|Es),DMG-AYRE-USA,698D7BE4
Looney Tunes Collector - Alert! (USA) (En|Fr|Es),CGB-ALME-USA,54509D24
Looney Tunes Collector - Martian Alert! (Europe) (En|Fr|De|Es|It|Nl),CGB-ALMP-EUR,5D85DFAD
Looney Tunes Collector - Martian Quest! (Japan),CGB-ALMJ-JPN,BC46A2D2
Looney Tunes Collector - Martian Revenge! (Europe) (En|Fr|De|Es|It|Nl),CGB-BLAP-EUR,22952662
Looney Tunes Racing (Europe) (En|Fr|De|Es|It|Nl),CGB-BLQP-EUR,7EFDCA8A
Looney Tunes Racing (USA) (En|Fr|De|Es|It|Nl),CGB-BLQE-USA,66792CDE
Loppi Puzzle Magazine - Hirameku Puzzle Dai-2-gou (Japan) (NP| SGB Enhanced),DMG-B51J-JPN,29E193C5
Loppi Puzzle Magazine - Hirameku Puzzle Dai-2-gou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B51J-JPN,D54D5836
Loppi Puzzle Magazine - Hirameku Puzzle Dai-3-gou (Japan) (NP| SGB Enhanced),DMG-B51J-JPN,E078D9F8
Loppi Puzzle Magazine - Hirameku Puzzle Dai-3-gou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B51J-JPN,065A3BF5
Loppi Puzzle Magazine - Hirameku Puzzle Soukangou (Japan) (NP| SGB Enhanced),DMG-B51J-JPN,C0287CF2
Loppi Puzzle Magazine - Hirameku Puzzle Soukangou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B51J-JPN,267B5253
Loppi Puzzle Magazine - Kangaeru Puzzle Dai-2-gou (Japan) (NP| SGB Enhanced),DMG-B62J-JPN,D457CC6C
Loppi Puzzle Magazine - Kangaeru Puzzle Dai-2-gou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B62J-JPN,A30AD68D
Loppi Puzzle Magazine - Kangaeru Puzzle Dai-3-gou (Japan) (NP| SGB Enhanced),DMG-B63J-JPN,3EF25533
Loppi Puzzle Magazine - Kangaeru Puzzle Dai-3-gou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B63J-JPN,9C932F0D
Loppi Puzzle Magazine - Kangaeru Puzzle Soukangou (Japan) (NP| SGB Enhanced),DMG-B61J-JPN,094FFD1E
Loppi Puzzle Magazine - Kangaeru Puzzle Soukangou (Japan) (Rev A) (NP| SGB Enhanced),DMG-B61J-JPN,8019C6F5
Love Hina Party (Japan),CGB-BLHJ-JPN,034D2686
Love Hina Pocket (Japan),CGB-BPHJ-JPN,1C877ABD
Luca no Puzzle de Daibouken! (Japan) (SGB Enhanced),DMG-ARCJ-JPN,3AEBFAD8
Lucky Luke (Europe) (En|Fr|De|Es),CGB-ALQP-EUR,412FB57C
Lucky Luke (USA) (En|Fr|De|Es),CGB-ALQE-USA,A5E29F34
Lucky Luke - Desperado Train (Europe) (En|Fr|De|Es|It|Nl),CGB-BLLP-EUR,CE7F108A
Lufia - The Legend Returns (Europe) (En|De),CGB-BLFP-EUR,470DCB1D
Lufia - The Legend Returns (USA),CGB-BLCE-USA,5BAE3C04
M&M's Minis Madness (Europe),CGB-BMIP-EUR,60683BC4
M&M's Minis Madness (Germany),CGB-BMIP-EUR,A666F54D
